,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Address,Price
909,57077.22933860221,6.380243916965334,6.540484450970308,4.06,55114.58164758477,"646 Fleming Burg Suite 492
Gomezton, VT 97639",1312637.2877509485
910,74764.54350715425,6.880992593861025,8.005417289099956,6.48,41102.07103192878,"USCGC Scott
FPO AE 42351",1887529.3766351675
911,59803.15371008615,6.714172410166233,6.908628308836759,4.05,30788.30390967845,"5262 Dean Divide
Billyland, FL 74609",1026505.8205659144
912,57824.96714643584,5.482703955566032,7.250184907399781,3.09,45555.33649112953,"171 Krista Motorway
Gilbertchester, IN 45261-4696",1015233.032262996
913,84292.53037032088,5.803943529715875,6.769938966011512,3.21,36446.87144094857,"4171 Amy Summit Apt. 399
Hicksshire, ND 26019",1365151.3942278114
914,75534.27947812932,4.545026952151156,7.0960197557369336,6.46,27730.74930655968,"43020 Owens Glen Apt. 024
Marychester, SC 97268",935488.606494803
915,63765.46965581968,4.833812444632812,5.911176411361345,2.2,44863.71497883538,"5595 Nguyen Shores
Watkinsbury, OH 29757-3635",853084.1522068826
916,72332.05826014008,5.744597578115799,6.869613491834341,4.41,45804.328907251416,"87019 Russell Port Apt. 950
Rhondastad, KY 27693-9413",1253434.3975152122
917,73380.6423800211,5.99593448511773,7.06758972702782,4.33,32383.682275704603,"681 Nicole Lane Suite 267
Port Tyler, WV 15700-0718",1368106.873217715
918,70844.20552108946,4.177213845810103,7.508958053883872,5.34,33483.65247980203,"6207 Michele Loaf
East Matthew, SD 56462",1129388.1229766756
919,81516.98657324686,5.3977189820434734,8.504044901942644,5.24,33263.14434842382,"61699 Taylor Lodge Suite 689
West Linda, CO 75760-0545",1458912.584498618
920,73355.69290584215,6.533470230536809,7.594528756657147,6.0,28007.89573256732,"Unit 0474 Box 5567
DPO AA 77678",1282758.90307051
921,55289.108136034745,5.675773582014327,7.217068019164754,5.11,30773.25898887911,"7808 Michele Meadows Suite 816
New Donna, CA 17319-8250",677988.2554676826
922,72324.61836524912,7.657627826154196,5.820731843409248,2.41,46351.47061039072,"33535 Alvarado Junctions Apt. 327
Leville, ME 36143-8095",1692308.589766106
923,60946.5911163093,7.210324997933219,6.929552575106618,2.17,39660.67129780577,"955 John Ports Apt. 220
South Gloriaborough, KY 52238",1420070.0203998378
924,77278.69702818657,6.238891014754013,6.919204136372873,2.13,21725.95428963467,"08639 Garcia Port
Anthonybury, CT 17971",1323952.027425176
925,58909.31343643182,5.714293119722144,7.703920454045697,6.38,40865.81788796863,"USS Ellis
FPO AA 53370-1758",1205568.3665622354
926,88222.0423929264,6.9860285666534825,6.879693934365419,2.15,34795.320083509534,"9951 Kevin Knoll Apt. 557
Piercefort, CT 70599",1961846.9052189465
927,76169.72844479508,5.772571884794637,6.429240597069024,2.23,50352.41647853304,"388 Hudson Views Suite 672
Dylanshire, GA 06408",1371298.4246050415
928,71229.35796446473,4.850190808725756,6.978127663874532,4.15,27168.842194332763,"979 Amanda Mills Apt. 740
Jamesmouth, IN 33835-2971",699787.3190422737
929,65220.10451505501,6.865264907436048,7.455660643246211,4.0,22585.236196049704,"089 Smith Gateway Suite 155
East Christinastad, OH 35012-9032",1073857.0687590768
930,75766.12433205696,6.405792700029809,8.574790930555563,5.23,30776.52672830391,"204 Hicks Shore
Brownbury, ME 55436",1669558.846714433
931,67828.91265907566,5.61623702714343,6.251224245813187,2.32,27127.627935670807,"39341 Wise Ports
Lake Laura, KY 62351-5064",962747.1638994686
932,61300.753517797726,5.662525532638033,7.869698636325693,4.42,29408.946391698497,"791 Emily Key
North Alexandria, GU 40441-0920",971928.9868990356
933,81464.86494092428,5.5626791780502,7.717421882867828,6.28,45712.251937748704,"828 George Brook Suite 065
West Andrewbury, NV 97651-6778",1593331.7087101643
934,52599.08666278159,6.641146119692254,8.440430148579832,3.03,31590.385334991824,"56740 Joshua Fort Apt. 838
New Jenniferhaven, IL 37913",897223.4346811123
935,49346.25309142612,7.73357186632496,6.7491455315345945,2.23,35863.46855971082,"68967 John Parkway Suite 011
Butlerhaven, ID 61957-5601",1014513.2095314314
936,75151.1055549649,7.299214838599561,6.596280172516947,3.3,32032.141094990748,"PSC 7794, Box 7590
APO AA 40047",1524845.421902946
937,65846.40694334415,7.315088749114808,8.235833084700168,3.29,22355.221193357807,"939 Atkinson Vista Suite 208
Kennethton, GU 36352-1328",1369006.1148814352
938,74826.30556193442,5.505002198547745,7.399877694877173,6.08,32639.638031495477,"59827 Joyce Path
West Thomas, NJ 39644-7157",1352993.6247858482
939,70805.61068360135,4.44372892384246,5.809147305516637,3.3,29268.826741684727,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448",585608.6326222321
940,61283.388619822384,3.881794237896956,7.518133848695929,4.45,36616.6588323555,"673 Cox Causeway
Port Robert, KY 19449-4787",720059.8348080008
941,68254.59596646045,7.898190690591654,7.485572514676456,4.36,48908.77157785047,"3900 Abigail Causeway Apt. 018
Andrewmouth, PA 26684",1925615.840805491
942,56402.54281107357,3.1448941915387927,8.075308814527194,5.23,29689.69581067505,"97355 James Tunnel
Salinasstad, VT 17324-5801",696467.1699379117
943,75767.70342163756,5.632818849868281,8.299378648804256,3.37,27444.585559512725,"0627 Jonathan Spurs Apt. 121
Harveystad, VI 29375-3726",1379169.4487306818
944,84913.97675488082,4.759494792928606,6.514700261115308,2.17,46136.02990111632,"53800 William Causeway Suite 602
Wallaceland, TX 92881-0851",1409684.4851189123
945,56734.35076346211,6.15910141255275,8.280403871031544,4.3,27982.2717072182,"15315 Donald Rest
Matthewton, PW 88878-9848",1063206.3779510346
946,69605.54454964394,5.785465917910602,6.557256314688049,2.13,17597.041128088404,"7298 Linda Turnpike
Lynnstad, FM 06435-7232",984010.7052899196
947,83201.02148780855,6.375424294401232,7.041855436493366,5.15,43837.42476010867,"45434 Craig Shore
West Justin, AK 33316",1705276.189567485
948,81406.07417907403,5.965785164758211,6.0585631069434704,2.26,46645.19778059044,"09812 Lam Bypass
North Patrickmouth, UT 91064-8378",1473372.1641704566
949,83373.0120187316,6.604278391025372,7.419498794669844,5.36,25663.22937294812,"622 Justin Valley
Duncanside, MI 86995-3102",1335883.8311844517
950,38868.25031141422,6.965103517312344,8.966905968027211,4.22,25432.076772615263,"86840 Jonathon Field
Stevenport, KY 45694-2395",759044.6879907805
951,85994.28636658595,7.505427762336729,6.420641902329109,4.0,20303.813916790463,"297 Garcia Curve
Codyside, NE 95207",1591203.4900597422
952,66234.68080686398,5.949311844255388,8.437665652267764,5.16,35130.38127834084,"PSC 1615, Box 0080
APO AP 64313",1540762.268628121
953,71555.20941704174,7.256106790441287,9.467180659623292,4.32,30874.756661118605,"63917 Figueroa Oval Suite 164
Mathewstad, IL 13504",1816152.2669641247
954,76268.09273870155,6.377042816523149,9.00204487922386,6.1,25978.89523115853,"80188 Nelson Islands
Port Nathanberg, CA 12739",1562842.6380946643
955,73531.5979825415,5.429705913104472,7.540586481492201,5.18,32651.80942978997,"9328 Megan Shoals
North Amber, NV 62820",1259665.602981643
956,80284.99542550648,5.029474721801843,4.049320547634912,2.2,23457.12639732587,"9488 Wood Hill
New Jesseton, IL 19753",637951.9055551022
957,71635.47310063582,5.866996452616668,6.075986806527742,2.16,43555.460635593234,"21042 Wilson Islands Suite 238
Fischerchester, MP 42425-4129",1148372.4014729378
958,60379.36154072995,8.139623645202262,7.546758004031132,4.44,43552.358585740665,"355 Rivas Vista Suite 528
New Elizabeth, CA 07155",1675523.36662169
959,94494.384349053,7.240433776052018,6.700315713179893,3.12,31307.521496904483,"643 Stephen Circle
North Kennethton, NH 45233",1825858.2550705376
960,51628.01455851024,5.105885881803072,8.696937060270367,4.22,32713.099497892446,"882 Jason River Apt. 723
Rachelland, NM 71178-3730",817938.7774108642
961,84774.45122079093,7.019666732815714,5.450658516539263,2.27,32383.555436974315,"Unit 1747 Box 4835
DPO AE 80269",1414286.724494317
962,73505.12616256236,7.207803988150554,7.510832972747595,6.05,31536.849077192983,"6790 Kelly Flat
Yorkborough, OR 63137",1437153.9585319315
963,74994.85564398173,5.094685269253912,7.448846539957456,3.13,41651.64847996244,"9972 Frank Stream
Lake Jasmine, WY 31336-2690",1301486.6855460985
964,69343.00930853993,5.921443805430968,9.141241979287749,5.3,30113.83269414478,"173 Richard Well
Rachelbury, OK 77886-1242",1245070.33791015
965,59810.78327813871,7.296169240266867,7.72812700656971,5.19,14452.920996245177,"6907 Lopez Streets
New Juanborough, WA 16975",975913.105149714
966,53079.79601402464,5.241162510241844,6.393980784250005,2.33,33083.434710401896,"47510 Blackburn Fields
Lake Davidborough, TN 94944-7693",736798.5333089959
967,63272.130671898565,7.534723194293817,7.301820954856303,3.02,46311.95630182984,"634 Steven Trafficway
Lake Staceybury, NE 91068-8520",1438290.8514259474
968,70848.78865873713,5.282325020456477,6.7664446637172535,3.27,40458.73586951741,"USCGC Thompson
FPO AA 13237-3887",1215608.5310559657
969,76717.37133622309,5.440850150028354,6.061395448697808,4.45,34944.068604684384,"39152 Henderson Lights Suite 980
New Michaelfort, MH 75123-0177",1011140.7992689414
970,85743.78894626863,6.082899197851523,7.814858597624938,5.22,38563.999109477474,"374 Priscilla Pines
Markfurt, CO 16318",1975538.4157534216
971,78529.52767925685,7.060887681950572,7.634761678250546,5.2,23897.1162723556,"2631 Ellis Walk
Samanthatown, VT 51809-6834",1578087.1391040944
972,59260.861584749786,6.415791941089053,6.776273717873484,3.22,55030.17287671789,"65671 Martin Burgs Suite 941
Blanchardshire, GA 51998",1300433.5754203456
973,79299.83606017836,7.009630788153499,7.537522482834909,5.22,39160.737781393655,"PSC 7959, Box 5821
APO AA 99193",1595663.4739549155
974,48176.226398329134,7.48373882847803,7.497299568699978,4.12,33216.60108027382,"76005 Anderson Orchard
Christophermouth, WI 48254-2388",1014548.2326294322
975,68898.34591339418,6.7876485292640485,7.871352644418106,6.39,39515.57156160544,"777 Ross Crossroad
Kaiserville, RI 24445",1530124.0163168954
976,78379.41223900416,5.9856971510838894,5.681833507283006,3.2,31357.38821429765,"2579 Pamela Shoals
North Christianhaven, TX 95259",1159841.8313392492
977,65088.08823985058,5.782009284307437,6.790149675147148,3.11,39863.17255227023,"070 Kim Fork Suite 577
Foleytown, OK 41141",1135613.4318414163
978,66832.30744829756,7.374954969081682,5.793589811958597,2.08,41344.520604024285,"2694 Morgan Ranch Apt. 885
West Matthew, IL 77377-2143",1533815.8823021615
979,76076.10629772343,5.771704391327693,7.831932214622189,3.3,45327.575512996365,"834 Steele Burg Suite 125
East Sabrinaville, NV 25779",1567859.0727812082
980,66623.69236631319,5.923666480790079,6.942143477150176,2.03,47995.10196105282,"USS Carr
FPO AE 77602",1302029.0126435356
981,78754.393656003,5.909380137436352,5.525708755568577,4.17,35323.787924263364,"8486 Steven Mountains Apt. 835
Port Coryhaven, ME 44707",1085218.858707077
982,55331.28844666468,4.028327591083666,8.03572975569956,6.2,53055.85372317783,"825 Walsh Estate Apt. 155
Lake Allen, MT 72047",1042243.7312719524
983,61099.37529571295,5.109617927015004,6.595789570311537,4.18,33249.11289730668,"6096 Mack Circles Apt. 436
Diazchester, IA 07399",744450.2293097175
984,75299.61256561527,8.176696666772001,5.332264567917743,3.01,34129.2417929418,"18940 Davis Point Suite 046
Melissahaven, LA 78621",1659100.1242863662
985,75378.62763604769,6.596081195490327,7.103157514907898,4.15,28300.607604324185,"9552 Brittany Estates
South Douglasmouth, AZ 87584",1347622.4830190958
986,85192.74240775467,6.501045967495803,6.889478356843396,2.22,22850.062679027866,"6386 Palmer Underpass Suite 102
Port Jackborough, TX 42754-8619",1534111.5806179212
987,56974.47653879643,8.287562193759008,7.312879971463007,4.33,40694.86951302233,"61938 Brady Falls
Lewisfort, DE 61227",1453974.505950872
988,73829.77774119432,6.13026250806621,6.182842582000109,3.5,51385.523240595736,"PSC 8985, Box 4540
APO AP 99342-8231",1376492.9247222256
989,75980.43884262664,6.583104680837251,5.91489223468696,3.23,40394.59348855948,"1831 Escobar Plain Suite 171
Martinezberg, OH 76148-5909",1518478.0327260853
990,78406.54368336058,6.847231166497468,7.517113537974497,3.34,37544.36701735537,"2243 Cohen Haven Suite 843
East Annaborough, WA 63461-6560",1735992.339282555
991,72474.89346293532,6.702517795310159,7.310818250420969,3.16,33307.05500670563,"3038 Smith Springs
Sarahville, MI 32945-5394",1304511.899068566
992,42816.30588550866,7.603999923452179,7.04524851047004,4.18,47457.662214283846,"5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649",1078016.9396491002
993,77106.50012263242,7.1238663488265885,5.832411834580037,2.28,36215.15942437233,"388 Diaz Tunnel
Coxberg, TN 50335",1426832.048925821
994,44688.56381644318,5.480142488915568,6.485365977119337,3.17,25120.992029428555,"5460 Shawna Throughway
Lake Jermaine, MS 94725",291724.24561034393
995,52399.64822024587,6.804016970945084,8.971111958926066,3.11,18092.130362361288,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583",996771.2481507692
996,72894.7371673531,6.0291079964615975,6.563053294681572,4.01,37796.055653301,"34284 James Spur
Tylerview, WV 81678-0964",1146480.2135349663
997,68167.07984417693,5.981856486829157,6.658310365614533,2.47,13977.629784505923,"227 Willis Divide
Petersview, ID 30955",776906.326934832
998,65697.82067402074,5.728201696551619,7.28210684671993,4.2,28742.125952306207,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486",1123851.141411446
999,73886.08075806487,5.543674112896106,5.586250786988233,2.16,26038.50819150676,"85083 Combs Fort
Connorhaven, AR 99906-2530",987004.0836743772
1000,76027.94492928984,5.744456335685418,8.032013780914223,4.23,37462.22283440288,"550 Catherine Hills
Turnerville, KY 23649-7059",1282365.4620236778
1001,60945.72179859893,4.781651489032806,5.628334764316257,3.08,34162.956731244856,"53074 Alexis Village Apt. 437
Floydland, DC 23157",437146.0203506594
1002,71392.47388526525,3.9975331506529495,7.8395524954145825,4.26,36009.700337263464,"67217 Andrew Bypass
East Jonathan, KS 49221-7797",859427.979306825
1003,69200.66426913952,5.60902249390984,6.571301756499229,4.28,31085.32304011224,"976 Tamara Course Suite 169
South Donna, MP 27394-3313",1150093.8888661466
1004,66631.10885680755,6.772021510139395,6.923705420025788,4.47,61361.73047694594,"69002 Ford Route Apt. 555
Marcberg, VI 90052",1714266.2737553422
1005,66595.66323861692,4.786484163956903,7.476142093147192,3.16,42385.400819339935,"7793 Bradley Trail Suite 924
Nicholschester, OK 05492-7126",1373048.09902299
1006,68696.3472622258,6.378851616958006,7.346886988435916,4.03,41856.71867301464,"3011 Gray Bypass
Hodgesstad, AS 71104",1601527.4148865074
1007,70894.14113477801,7.040707990752269,6.937166765957015,4.01,24878.461731943087,"36848 Matthew Fork
South Melissa, CA 82348-6348",1383565.6961895288
1008,68375.01614520725,6.455804506750157,6.238272814488231,2.28,41562.74950240075,"5267 Jeffrey Lock
Parksstad, IN 42771-6269",1100152.0877663638
1009,82810.89478564357,7.089076786027638,6.8065360546886415,4.39,39779.64722971572,"55494 Robin Orchard
East Nicholas, MP 49146-3130",1820981.2191220296
1010,90691.20799503473,5.23309335711489,7.024057969915752,6.11,20846.539823747386,"4402 Perez Way Apt. 084
Harrischester, PR 82109",1487997.8786633243
1011,81301.9198350127,7.082681187386688,6.776125366694911,4.06,40860.120480707104,"24488 Pierce Mill Suite 585
Williamhaven, CO 55473",1860681.9470210185
1012,69325.09404662768,4.447461898648728,7.576879558814279,5.09,36345.82977862472,"49584 Tamara Shores Suite 197
Marilynton, IN 34938-9428",1130537.9927497513
1013,55468.48688558909,6.783950659321978,7.798627624713283,3.4,37666.331184975184,"53604 Charles Inlet
North Sarah, RI 84479",1099351.353851397
1014,73267.90029109761,5.805220326458615,7.384763646325807,4.48,44674.46711336025,"23912 Sarah Fort
Sharpborough, NE 41950",1441576.8467606597
1015,48963.29615480413,5.440333831000985,8.454207451752847,5.26,35431.25153834283,"3563 Todd Islands
Reyesview, PW 68088",882666.5815081694
1016,55768.791917271104,5.353215987701848,6.007036493751108,4.16,47989.680210941486,"0041 Brett Heights Suite 519
Annefurt, ID 69704",846095.9673147105
1017,70850.16581531703,6.433339398635338,8.57599450901388,5.23,42035.99198545209,"457 Jones Court
Port Melinda, PA 73537-2284",1553395.5620625832
1018,53547.018019691866,5.847392816841371,8.243485302811145,3.14,57979.856197421,"013 Alexander Extension
West Vincent, MI 76753",1520956.99733294
1019,80535.00341653041,5.659574663808581,7.556496735666037,5.37,25691.684578489432,"8664 Barbara Ways Suite 599
East John, TX 89790-2123",1275208.5770321414
1020,63317.04758881903,7.077045819714266,6.828565661401715,3.02,43523.95175235426,"7715 Cathy Plain Suite 160
New Angelica, TX 28872-3619",1479063.2137821943
1021,52933.91445423881,6.897481352378121,5.849840776326762,4.35,44766.76113683437,"47810 Harris Prairie
South Alexandra, WA 19642-8250",1218635.851406522
1022,65554.84252111451,5.09206414213944,7.982764100378223,6.47,39239.83825267677,"3439 Kevin Prairie Suite 250
Port Carrieshire, LA 08771-9810",1130677.4658439818
1023,63317.594831467824,5.127972306853527,8.139139402278174,6.07,44066.96345482281,"793 Solomon Trail
North Caseyhaven, PW 83256-4751",1283151.8016653536
1024,71868.45488517579,6.449894320418547,7.529148738424307,5.22,42187.81233758749,"44216 Lawrence Branch Suite 013
West Matthew, CA 71303-7984",1567482.2680612735
1025,78661.54624171027,5.182693359129827,5.553070981905925,4.04,25087.37081408928,"7732 Adam Circle
Goldenville, MT 72159-5726",932380.5503894528
1026,61753.191584204826,5.1425552838739215,7.586326003886493,4.07,39993.00631662197,"44349 Jacqueline Villages Suite 466
Johnstonton, UT 21645",1169050.984825398
1027,72399.30555714517,6.740676312444728,7.552269769034799,6.15,41662.00006926444,"719 Raymond Route
West Diane, ME 60200-7803",1607161.6371450324
1028,64201.50317212457,5.174681090045015,5.220126531775328,3.42,23252.164588899483,"1203 Clay Summit
East Johnmouth, NY 39418-6610",642646.4389558511
1029,75078.79151567799,7.644778598059883,8.440726153497362,4.33,56148.44932156281,"304 Obrien Village Suite 750
West Maureen, AS 63430",2108376.165803347
1030,65025.4159947866,5.560582195494466,8.309090815411379,6.07,30028.1586070929,"Unit 5606 Box 8719
DPO AP 78210-3455",1287903.352195353
1031,79632.26492754207,5.273336179265809,7.083305101054767,5.38,38074.1402036044,"57425 Megan Extensions
South Sara, OH 88352",1295014.6182810178
1032,71277.2684292701,5.41187741492985,6.28657947944278,3.17,36325.78761809258,"Unit 4177 Box 3656
DPO AP 14075",996996.3553855658
1033,67669.4697935595,5.854990171885048,6.280358762951018,3.09,31751.88809498669,"12636 Melissa Orchard
Lake Sarah, MO 34808",1111284.1605705975
1034,56851.083123522665,6.712027206255377,7.056322216284362,4.44,37438.93604062829,"6178 Carrie Well Suite 887
Lake Samantha, OR 56633",1243879.8299386548
1035,61478.63392956733,4.269445988881953,6.231330171147567,4.26,36837.81793095746,"48724 Ryan Estate
Berryfort, DC 89338-7003",637189.9593712335
1036,77906.18518155029,6.5370435667173465,9.458466362884176,3.08,31399.756829589933,"64328 Bowman Route
South Tanya, VT 23530",1639099.377623702
1037,71799.86053364484,4.633368993663823,7.239251807549195,3.37,33178.36639878686,"PSC 9249, Box 8264
APO AE 94608",1135030.6828346122
1038,78032.88184835555,3.7848394411529687,7.619011456431187,4.24,35334.6336723284,"60085 Susan Estates
West Scott, ND 84226-4430",1159749.0902788169
1039,50716.04388335574,6.437928611027546,8.063694759801198,5.36,35879.91366699962,"57489 Jennifer Spring Suite 154
East Elizabeth, ID 65823-9817",1092649.7088299526
1040,74435.94993762064,3.533102865449296,6.144249342582554,3.0,51546.47134318622,"038 Hannah Knoll
New Kyle, CT 40894",1329521.1389832832
1041,67350.16774285879,5.62645684811985,8.030099124519673,4.13,26076.39086327163,"84727 Ryan Fields
South Josephfort, OH 79576-3487",1110827.8221612975
1042,66330.60572270393,6.966125283034241,6.724826744855866,3.41,38240.977881988416,"7298 Larry Ridge
North Christian, TN 58581",1469767.6472201275
1043,70643.17930953584,7.863844807094267,7.713449133790256,5.03,24298.96807333174,"4119 Armstrong Garden Suite 396
Hawkinsville, AZ 45777",1460450.981476153
1044,65629.88097481325,6.418471533162402,7.524874653833193,6.19,17609.196931537404,"8519 Bill Point Apt. 668
Jennifertown, PW 47261",954732.9038402882
1045,52018.16461922331,5.312268018529677,7.834925574921216,4.07,60742.634865191394,"PSC 7402, Box 8240
APO AP 60226-2255",1248689.6011870943
1046,74533.16208198754,6.679353130059197,5.919230725467024,4.0,49481.56580760432,"905 Lane Pines Suite 348
Brownborough, DE 57196-3319",1520234.2293774572
1047,65314.72011226055,6.91894534505661,6.245655682932126,2.42,36565.02983061061,"52106 Bradley Ferry Suite 244
Chasechester, NJ 96162-4379",1347083.0697067634
1048,70221.36201545339,5.196810644961572,6.993504075778582,3.15,39692.10554855953,"9863 William Falls Apt. 516
New Roberttown, WA 07211-8762",1178272.2974772786
1049,43192.11440924884,7.551820539538548,6.9189302703238775,3.24,34134.02098606559,"792 Cameron Vista Apt. 831
Villarrealmouth, MN 48095-1533",1054606.9845532854
1050,74905.35291757347,5.981717243992407,7.503816552039988,5.06,41190.74956648457,"15465 Davis Forks Apt. 153
Wardton, NY 26628-8352",1587357.9464305846
1051,77594.60275594356,6.547168410727473,7.015781826087438,5.35,24293.63307887252,"878 Shawn Ford Suite 912
Aaronburgh, NC 90513-9301",1386306.1033946618
1052,66141.19159648364,5.030561702349583,7.876116095522188,3.5,37355.86464341875,"0934 William Centers Suite 482
Joyceville, PA 64628-1607",1148066.813058398
1053,81248.19697187503,7.939003734912112,6.749488716326832,4.25,48922.521400344725,"52177 Benjamin Avenue Apt. 465
Port Aprilstad, AS 08005",1969256.9330158925
1054,66638.86604448562,7.9732203901334495,6.229155634783174,4.25,26641.70332212461,"0754 Ray Meadow
West Jakestad, GU 55936-8825",1357208.2377392326
1055,75864.49780522147,5.635341192083005,6.6563876056281925,3.06,35756.68693893023,"565 Darius Mission Suite 812
Michaelside, CT 94766-8501",1240864.1544719306
1056,74405.372570768,5.623071764960886,5.546842196035343,2.43,28304.92386190235,"8169 Benjamin Shore Suite 064
Moniqueport, TN 52966",913397.0868819004
1057,42969.65939269119,6.295500995185928,7.885507353354057,4.38,29594.089863418794,"052 Andrews Square
Port Thomas, ME 50816",777733.6134218425
1058,64368.877999790566,5.9213614466479685,6.036318039720572,4.42,42847.646563503935,"621 Benjamin Grove Suite 997
North Steven, MA 73148-4549",1328701.1941356598
1059,76848.18880300032,7.451312942754408,7.565735158026827,6.12,43978.25753836604,"1109 Poole Estate
New Kathryn, AR 21503",1767399.2899479496
1060,69306.95842002539,5.562622946536268,6.9389081525290255,2.02,36851.38401385537,"9573 Tina Rest Apt. 034
Simstown, AR 51547",1181877.1832375266
1061,54673.521183958685,4.496193469728662,7.081933738361691,5.31,39160.55327038111,"825 Mueller Ford
New Shane, MI 37002-7573",770770.5848757182
1062,82743.50930619492,6.514382102484992,8.13747486178411,5.3,41859.072400008816,"483 Ashley Heights
Lake Andrewshire, CT 40554",1811265.5232156063
1063,52681.22885907227,5.369021376385974,7.115186212054942,3.22,44203.08094635655,"995 Donna Greens
Brianville, AK 32981",885796.2795967467
1064,65510.66002904738,4.340528836237957,5.4325887299502895,2.26,45111.81138755741,"PSC 2733, Box 2603
APO AE 48198-5637",756319.7340442679
1065,55543.520093753934,6.793799380632888,7.872302709648018,5.41,40063.42109626228,"9361 Stephen Stream
Port Meganfurt, AR 82577",1193482.5030929646
1066,74216.12904927548,6.038763091828219,7.004803041224999,3.28,45068.599338396816,"5976 Amanda Grove
Ritterport, SD 08541-1686",1365036.083757255
1067,69799.15197609921,5.684122076488648,5.966318330035974,4.14,38340.731395560535,"Unit 9088 Box 5092
DPO AP 61699-0044",1152798.578967208
1068,76629.17726335216,4.369985575990182,7.259975616174763,6.1,35441.487331512384,"PSC 6671, Box 5919
APO AA 13384-7992",1270502.8705288451
1069,82061.56520383859,4.18282822762296,5.963031884078483,4.1,36271.408495749216,"708 Pena Ramp
Terryburgh, CA 31572-1304",1102821.4381808082
1070,64448.81993659128,5.915846068007856,7.773270475028063,6.09,21240.152899528075,"971 Jack Greens Apt. 617
North Megan, ME 65020-9644",1197437.3440681112
1071,43795.30753382496,6.451642066920627,7.881137517546674,6.5,48114.02401407812,"36191 Gregory Estates Apt. 886
West Karen, MH 34042",1020861.3371364456
1072,57847.31706679789,5.119668858051472,8.346175611893074,4.39,40208.77121458728,"5048 Marquez Meadows Suite 774
Jessicamouth, VA 80789",1111360.3028116906
1073,60935.56170778599,5.691659801125207,6.71448933352836,3.05,26703.921327865293,"Unit 2286 Box 6344
DPO AP 49001-4308",874755.2932874024
1074,69544.12817233513,5.295864201355724,6.143545198018456,4.29,27071.52902968232,"2114 James Oval Apt. 035
Bryanburgh, AR 85968",879062.5907073612
1075,73930.83994555451,5.281560667016422,7.681342023351491,4.16,42702.40327879457,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748",1363086.9045325571
1076,66262.19252523738,6.292294205540612,4.923681152276594,4.23,45055.2400999024,"372 Stephanie Port Apt. 695
Johnsonland, WY 50037",1199128.4035644634
1077,58756.18233289295,7.6197764394650225,5.470050058437071,2.11,23272.355023772223,"385 Garza Views
West Wayneport, MH 30304-9234",826194.6781509514
1078,74497.67307720639,6.1660264433542045,8.142657828317716,4.01,28160.45753523581,"03161 Lori Meadows Suite 563
Andersonfurt, MT 47363",1204753.0020550108
1079,66461.46668732808,5.705860872252035,5.783415539101091,3.38,26052.7378266484,"69503 Amanda Roads
Ginatown, MA 96706-3276",729781.569559095
1080,62088.7009005336,7.0531111081786575,7.113968421136379,5.23,38337.4784094564,"284 Aguilar Coves
Aprilton, MT 95894-4681",1233882.5553029585
1081,53427.87536813416,5.80431561124982,7.665601844359664,3.26,34538.754924657835,"479 Little Isle Suite 536
West Anthonystad, FL 30893",909781.4667682184
1082,62017.40087961495,6.375139714296299,6.407189449007079,2.19,38177.82027370264,"0774 George Curve
Whitefort, AS 30249",1011477.61428122
1083,69370.93005284085,5.140142495482002,4.658690271102616,3.42,33732.462868273025,"1732 Barbara Overpass
Hillmouth, DC 64884",733299.7945489064
1084,81385.22311578918,6.119687511645707,6.083928891511137,2.31,47897.15662852255,"610 Thomas Way
Martinhaven, TN 31117",1679204.7409332138
1085,67367.26808279865,6.774710808664321,6.690894898640917,2.49,32547.272533076568,"8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264",1161742.677446362
1086,67782.87109404437,5.670682598219191,8.02778505010317,6.24,46608.226117185615,"57864 Andrew Ranch Suite 556
North Alishafurt, AK 32981-0368",1311067.4456660468
1087,64544.01556082619,5.501132369572964,7.425284461463632,5.0,28596.1120228982,"9453 Karen Skyway
Albertmouth, ME 96706-2756",758570.797192593
1088,64315.31047251952,6.478004245169887,6.389380953832301,2.1,34940.354757964065,"759 Oneal Crescent
Colleenport, NM 31592-5032",1088176.2005164635
1089,56696.510703863845,6.736575336062044,9.14561411108592,3.06,26083.320689086508,"131 Weber Plain
South Brittney, KY 62380-9095",1245967.7994219903
1090,65573.46110998027,6.061531793351421,9.090851631867094,3.43,58195.45703160826,"89446 Jessica Station Apt. 364
New Michaelport, GA 28746-5966",1723397.0892835609
1091,68662.41461200299,5.339895707381027,7.899477078647325,4.25,43795.62542851304,"134 Mary Via Suite 921
Victorialand, NC 90122-4081",1478823.6472742946
1092,70618.26890346123,5.801903070929487,5.635315210869117,3.22,41291.719929521554,"9043 Lauren Pines Suite 560
East Madison, VA 84979-2194",965136.3385167392
1093,67932.0103162986,6.772336390411065,6.222862550847758,2.16,51145.320618826925,"4472 Gerald Dam Apt. 382
Ortizchester, MD 60839",1593836.7851927518
